timestamp,main_state
65333959,6
65838225,6
66342219,6
67852289,6
68353183,6
68856502,6
69358237,6
69863182,6
70365506,6
70867243,6
71371916,6
71874176,6
72375593,6
72876391,6
73383183,6
73885532,6
74394173,6
74896499,6
75397184,6
75902295,6
76405341,6
76905495,6
77407178,6
77912038,6
78422177,6
78923312,6
79425285,6
79925601,6
80427224,6
80931734,6
81433550,6
81945242,6
82447180,6
82953211,6
83456564,6
85478178,6
85991670,6
86492380,6
86993222,6
87496410,6
87998232,6
88502291,6
89006211,6
89511685,6
90017287,6
90522208,6
91027174,6
91537462,6
93052687,6
93553217,6
94053295,6
94556518,6
95062343,6
95565537,6
96067299,6
96576427,6
97078245,6
97583294,6
98085566,6
98587292,6
99092624,6
99593521,6
100599303,6
101102229,6
101605483,6
102108320,6
102618178,6
103125593,6
103627301,6
104132483,6
104634038,6
105136565,6
105638218,6
106142400,6
106645557,6
107148371,6
107652083,6
108153292,6
108656448,6
109158217,6
109662320,6
110165483,6
110667186,6
111673240,6
112176528,6
112678174,6
113187182,6
114193390,6
114696514,6
115198285,6
115713201,6
116216686,6
116718171,6
117229304,6
117733170,6
118743177,6
120256434,6
120761542,6
121263175,6
121773312,6
122276420,6
122782440,6
123285576,6
123787552,6
124291659,6
124793330,6
125296323,6
125798168,6
126302277,6
126805566,6
127307752,6
127811699,6
128313403,6
128816325,6
129318177,6
129818321,6
130325313,6
130827210,6
131331977,6
131833502,6
132336554,6
132838178,6
133342367,6
133845519,6
134347180,6
134852047,6
135353455,6
135856499,6
136358176,6
136866173,6
137372416,6
137874239,6
138383316,6
138885689,6
139387248,6
139892440,6
140396475,6
142411646,6
142916407,6
143418208,6
143923252,6
144425991,6
144927176,6
145431655,6
145933286,6
146436519,6
146937189,6
147438177,6
147945396,6
148445474,6
148947284,6
149453185,6
149956604,6
150458319,6
152469296,6
152978218,6
153485529,6
153992360,6
154496431,6
154998177,6
155503272,6
156005462,6
156516416,6
157025570,6
157531748,6
158033252,6
158536441,6
159038245,6
159542393,6
160053192,6
160558177,6
161062194,6
161565579,6
162067177,6
162571622,6
163073175,6
163573216,6
164076386,6
164578224,6
165083188,6
166085452,6
166596328,6
167102155,6
167605398,6
168116502,6
168618177,6
169122990,6
171136475,6
171638173,6
172142216,6
172645518,6
173147177,6
173652437,6
174154173,6
174665386,6
175167547,6
175671784,6
176173238,6
176678186,6
177178190,6
177682174,6
178185273,6
178687225,6
179187233,6
179698179,6
180205539,6
180713204,6
181216323,6
181718179,6
182223221,6
182727580,6
183231564,6
185245526,6
185747181,6
186251402,6
186753312,6
187254180,6
187758217,6
188262238,6
188765435,6
189267235,6
189771715,6
190282292,6
190782402,6
191285456,6
191791801,6
192293177,6
192796610,6
193305520,6
193807295,6
194311994,6
194814225,6
195316457,6
197325549,6
197827219,6
198329297,6
198833329,6
199336444,6
199838228,6
200338225,6
200845322,6
201347217,6
201856667,6
202357313,6
202863273,6
203367174,6
203871637,6
204382290,6
204886199,6
205391620,6
205896322,6
206398218,6
206902285,6
207405459,6
208916332,6
209418319,6
209923220,6
210425417,6
210927231,6
211431726,6
211933286,6
212435215,6
212941433,6
213447177,6
213952048,6
214452569,6
214953179,6
215456548,6
215958236,6
216463229,6
216965574,6
217467719,6
217971577,6
218474177,6
218976327,6
219982177,6
220485355,6
220987305,6
221492416,6
221993288,6
222494227,6
222998175,6
223503178,6
224007177,6
224512654,6
225013178,6
225518245,6
226022691,6
228036432,6
228538238,6
229042352,6
229547305,6
230051654,6
230556556,6
231058283,6
231571726,6
232073177,6
232575126,6
233083203,6
233587236,6
234094204,6
234596328,6
235098175,6
235603175,6
236105488,6
236607181,6
237118187,6
237625628,6
238127245,6
238631715,6
239134177,6
239636322,6
240138224,6
240642329,6
241145396,6
241645418,6
242148445,6
243656616,6
244162382,6
244668094,6
245173231,6
245676485,6
246178235,6
246683273,6
247186287,6
247688595,6
248702197,6
249205305,6
249711661,6
250213174,6
250716646,6
251227195,6
251734191,6
252236442,6
252738251,6
253242454,6
253745469,6
254247258,6
256258368,6
256762302,6
257265350,6
257774192,6
258276573,6
258778227,6
259285282,6
259787182,6
260291310,6
260793237,6
261296491,6
261798188,6
262302670,6
262805591,6
263311688,6
263813367,6
264316441,6
264818378,6
265323051,6
265833362,6
266336610,6
266842471,6
267345529,6
267853168,6
268362094,6
268865507,6
269376431,6
269878233,6
270385479,6
270887988,6
271392400,6
271902382,6
272405595,6
272905695,6
273407176,6
273916425,6
274416447,6
274916612,6
275418208,6
277442446,6
277946175,6
278452600,6
278954219,6
279456512,6
279958275,6
280462372,6
280965424,6
281467174,6
281971688,6
282473985,6
282976679,6
283478233,6
283991790,6
284495235,6
284998233,6
285502211,6
286005422,6
286507245,6
287013286,6
289036477,6
289547254,6
290051952,6
290553436,6
291056601,6
291558236,6
292062089,6
292565404,6
293073190,6
293578177,6
294083220,6
294587230,6
295091735,6
295596438,6
296098175,6
296603174,6
297105610,6
297607232,6
298111584,6
298613272,6
299116456,6
300625598,6
301127175,6
301631960,6
302134179,6
302636322,6
303138174,6
303643218,6
304145630,6
304647679,6
305152094,6
305653468,6
306156645,6
306663177,6
307167177,6
307676447,6
308183219,6
308687177,6
309191698,6
309696322,6
310198220,6
310703177,6
312723579,6
313225357,6
313727281,6
314231645,6
314733246,6
315234210,6
315737177,6
316238217,6
316745646,6
317247304,6
317751731,6
318254185,6
318756488,6
319258298,6
319762242,6
320265557,6
320767268,6
321271951,6
321774175,6
322285388,6
322787181,6
323293217,6
323796563,6
324301599,6
324802238,6
325305437,6
325807271,6
326311674,6
326813413,6
327325305,6
327827578,6
328332049,6
328833460,6
329336519,6
329838174,6
330345459,6
330847286,6
331352662,6
331856530,6
332358174,6
332862368,6
333365575,6
333865588,6
334367256,6
334872591,6
335376448,6
335882471,6
336385528,6
336896426,6
337398169,6
338914047,6
339415910,6
339916326,6
340418222,6
340925608,6
341427181,6
341935123,6
342445415,6
342947176,6
343447183,6
343953493,6
344456519,6
344958234,6
345465469,6
345968339,6
346474174,6
346976430,6
347478221,6
347985682,6
348487219,6
348993555,6
349496504,6
349998332,6
350505372,6
351013390,6
351517216,6
352027199,6
352533654,6
353036572,6
353538232,6
354045441,6
354547178,6
355053591,6
355556472,6
356067231,6
356573652,6
357076503,6
360096506,6
360598183,6
361098317,6
361605642,6
362107207,6
362613384,6
363116430,6
363616587,6
364118210,6
364627217,6
365135668,6
365636398,6
366138180,6
366645457,6
367147178,6
367653380,6
368157290,6
368658179,6
369165493,6
369676500,6
370181598,6
370685536,6
371196524,6
371698187,6
372205616,6
372716496,6
373218181,6
373725516,6
374227237,6
374733404,6
375236550,6
375738424,6
376242232,6
376745504,6
377247256,6
377749310,6
378254181,6
378758175,6
379265560,6
379768369,6
380274000,6
381785543,6
382287221,6
382793491,6
383296466,6
383798289,6
384807187,6
385313358,6
385816691,6
386318206,6
386825508,6
387327726,6
387836485,6
388338221,6
388853629,6
391376433,6
391878179,6
392385876,6
392896437,6
393398179,6
393907227,6
394413499,6
394916435,6
395418300,6
395925395,6
396427181,6
396936699,6
397445256,6
397947224,6
398453506,6
398965413,6
399467292,6
399973484,6
400473537,6
400985480,6
401485581,6
401987221,6
402494057,6
402996495,6
403498187,6
404007564,6
404513350,6
405016476,6
405527624,6
406027643,6
406535600,6
407036445,6
407538240,6
408053467,6
408557220,6
409058178,6
409568349,6
410078183,6
410585350,6
411087236,6
411593512,6
412096485,6
412598224,6
413105676,6
413607242,6
414113533,6
414616595,6
415625399,6
416127236,6
416634029,6
417136386,6
417636482,6
418138222,6
418645499,6
419147180,6
419647181,6
420153450,6
420656422,6
421158185,6
421665482,6
422168656,6
423678483,6
424186324,6
424692409,6
425201419,6
425712552,6
426214180,6
426718469,6
427223178,6
427728326,6
428232368,6
428733376,6
429237519,6
429740610,6
430251289,6
430758102,6
431260551,6
431762353,6
432267830,6
432768335,6
433271561,6
433773246,6
434277446,6
435283246,6
435786460,6
436288325,6
436790417,6
437297436,6
439811177,6
440314194,6
440818343,6
441320742,6
442323176,6
442823566,6
443326135,6
443828335,6
444331184,6
444837673,6
445340549,6
445843192,6
446346228,6
446848329,6
447352420,6
447853231,6
448357354,6
448861178,6
449367203,6
449877438,6
450380811,6
450882259,6
451386490,6
451888345,6
452392417,6
452893383,6
453397344,6
453901188,6
454403178,6
454906396,6
455408340,6
455908429,6
456253383,6
456762301,6
