,c1,c2,ch1,ch2,di,dj,dk,vw_i,vw_j,kt,train_sc_a,train_sc_v,val_sc_a,val_sc_v,total_sc_a,total_sc_v,used_logged_v_in_model,fit_on_v,base_lr,n_epochs,nsecs
0,0.013646885938724339,0.034950733479185474,0.01936232528017136,0.09749194466153628,0.24426790068947712,0.0,2.398197999431725,-1.1917456371591124,0.13150146254076245,14.119052603987791,[0.48889349960644146],[0.007146232826178721],0,0,0,0,True,False,1.0,20,25
1,0.013648357185447074,0.034968939480618036,0.019368181475047406,0.09750212766796766,0.24640878886974077,0.0,2.3983295583810214,-1.1915935370128312,0.13148962486535115,14.083889454439177,[0.48889167545152484],[0.007145151548810124],0,0,0,0,True,False,1.0,20,25
2,0.013648605437277724,0.03497201148282856,0.019369169624129514,0.09750384590458226,0.2467700331136572,0.0,2.3983517570710826,-1.1915678722897274,0.1314876274270248,14.077956176143976,[0.48889158118735315],[0.00714496861684289],0,0,0,0,True,False,1.0,20,25
3,0.013648654103382651,0.03497261370349104,0.01936936333616293,0.09750418273949364,0.2468408497124037,0.0,2.398356108796413,-1.1915628410998094,0.1314872358587414,14.076793044563729,[0.4888915699686387],[0.007144932739373236],0,0,0,0,True,False,1.0,20,25
4,0.013982869118133614,0.038284895654503416,0.022875005524907545,0.09952434761162954,0.7677328892266059,0.6070268900531719,3.043622814420288,-0.3227115777092549,0.023765033816675052,5.345754391449133,[0.7321837370581729],[0.006636001569799289],0,0,0,0,True,False,1.0,20,25
5,0.01364866391617737,0.0349727351323119,0.01936940239530731,0.09750425065723321,0.2468551288240623,0.0,2.398356986256966,-1.1915618266353492,0.13148715690483312,14.076558516416343,[0.4888915679951024],[0.007144925504566214],0,0,0,0,True,False,1.0,20,25
6,0.013648665905962556,0.03497275975498828,0.01936941031550834,0.09750426442922333,0.2468580242647242,0.0,2.3983571641836487,-1.1915616209277589,0.1314871408949887,14.076510960073168,[0.48889156760673036],[0.0071449240375047645],0,0,0,0,True,False,1.0,20,25
7,0.01364866630990099,0.03497276475354058,0.01936941192335707,0.09750426722502066,0.24685861205669896,0.0,2.3983572003038414,-1.1915615791678733,0.1314871376448934,14.076501305847739,[0.4888915675283748],[0.007144923739681318],0,0,0,0,True,False,1.0,20,25
8,0.013648666391921927,0.03497276576851196,0.01936941224983569,0.09750426779271588,0.24685873140966214,0.0,2.3983572076381576,-1.1915615706884006,0.13148713698495157,14.076499345527656,[0.48889156751248447],[0.007144923679207304],0,0,0,0,True,False,1.0,20,25
9,0.014054395639923214,0.037618774600198114,0.021847227694124005,0.09939247345003226,0.7240978381912024,0.615603687659173,3.036902351791575,-0.61829735112068,0.04505130274631557,5.718930907421424,[0.6767677117696548],[0.006696144828113399],0,0,0,0,True,False,1.0,20,25
10,0.014029247194413612,0.0376061290340941,0.02286329979822244,0.09942220341398483,0.7031241631375906,0.6715673864731786,2.8673811368714897,-0.9040971459970586,0.06742419323431428,6.162404566659224,[0.633530087427818],[0.006718765928379164],0,0,0,0,True,False,1.0,20,25
11,0.013931929184409633,0.037996681801467404,0.018715576283899985,0.09907001867590508,0.5955657217854184,0.6060593810717338,2.5594183179353203,-1.0674348901503627,0.08335042691394033,6.807720777791512,[0.5971543734064269],[0.006732346147012038],0,0,0,0,True,False,1.0,20,25
12,0.013939607255242976,0.03784543729472179,0.0191516806699208,0.09908155383767243,0.598444317941659,0.6183396108413521,2.6713460141146093,-1.1276061173687593,0.0869259625460659,7.059532851622534,[0.5856260256325687],[0.006768373202805471],0,0,0,0,True,False,1.0,20,25
13,0.013931183327520243,0.03775680819628723,0.018214296350990283,0.09898459938599062,0.5734530444888554,0.5876357643104032,2.6724061918202686,-1.1750746652578028,0.08960083775912465,7.373113331031968,[0.5736010536348627],[0.006800525832682781],0,0,0,0,True,False,1.0,20,25
14,0.01388783536366682,0.03737247769386749,0.01494307730144381,0.09859967837044971,0.48076587940631565,0.4172380694147871,2.581072703513002,-1.3352936153148252,0.09636940561288812,8.709570322390174,[0.5354865646312433],[0.0069110959721024766],0,0,0,0,True,False,1.0,20,25
15,0.0139055,0.0386786,0.0282942,0.1,0.806527,0.632052,1.59086,0.0,0.0,5.0,[0.8562643594232835],[0.006714429208947936],0,0,0,0,True,False,1.0,20,25
16,0.013858031584321934,0.03712536285126899,0.015170267012538128,0.0984862962021086,0.46713177458414074,0.30714819598214704,2.516462330117783,-1.3775876149017041,0.09827690955749056,9.459529929360995,[0.520758458092937],[0.006958156382870828],0,0,0,0,True,False,1.0,20,25
17,0.013804309934341216,0.036661148363642926,0.01596761416139272,0.09827406464389181,0.43706064319721344,0.07805433649682998,2.429782786676822,-1.386453933611871,0.10318475492520363,10.715761696395887,[0.5039189180504486],[0.007021919939746148],0,0,0,0,True,False,1.0,20,25
18,0.013742236488769212,0.036026177095435895,0.017998942763598497,0.09804019844285265,0.3638909495333389,0.0,2.384278893847316,-1.3173047528556947,0.12166696084118071,12.096901102653861,[0.49354821641303454],[0.007078878510242311],0,0,0,0,True,False,1.0,20,25
19,0.013675017750510818,0.0353916672233456,0.019045108044250074,0.09769637191663107,0.28953048936090364,0.0,2.4056086375410404,-1.2204633188828546,0.12920010589949518,13.375225555594502,[0.4893728302524013],[0.007118459468517777],0,0,0,0,True,False,1.0,20,25
20,0.013648666412821222,0.03497276602713111,0.01936941233302387,0.09750426793736712,0.24685876182132066,0.0,2.3983572095069734,-1.1915615685277938,0.1314871368167955,14.0764988460295,[0.4888915675084367],[0.007144923663798263],0,0,0,0,True,False,1.0,20,25
21,0.013615417381990964,0.034561324564884734,0.019237066886829985,0.09727413991767475,0.19847635524751148,0.0,2.3953840796480828,-1.1949989134508727,0.131754659067569,14.871158657578922,[0.489410285010189],[0.007168250350690593],0,0,0,0,True,False,1.0,20,25
22,0.013902539259924289,0.044993563324026736,-0.07955676209295595,0.09072877454649969,0.6861421978895024,0.5377098949699833,42.25538903682725,-5.318138321457669,0.41431001994632427,10.610247501387441,[13.671688573813002],[0.0550654797798422],0,0,0,0,True,False,1.0,20,25
23,0.013905221076408729,0.03927351620474647,0.018133842488108155,0.0991265820596044,0.7951858621491685,0.6231642766368718,5.421759094908091,-0.5010079242235284,0.039031065108028666,5.528526767291743,[0.96821672424021],[0.007092241595466339],0,0,0,0,True,False,1.0,20,25
24,0.013905392662518112,0.03890754014472094,0.024384214525355972,0.09966388471505622,0.8021626177220351,0.6286317592051448,3.065095507794504,-0.1928016513299639,0.01502022910647181,5.203391660249414,[0.7760119891823936],[0.0066189924230373376],0,0,0,0,True,False,1.0,20,25
